heron_id,metric_label,metric_date_range,metric_value,metric_group,metric_unit,metric_description,outlier_score,outlier_method,metric_name
eus_EUHsgAqQqMtXPTP4k7gV7Q,outflows,last_365_days,2081.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.1721825585516266,Z-score,outflows
eus_apvSUwUWgSb43vSHyhDiQV,outflows,last_365_days,2410.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.7679662198991983,Z-score,outflows
eus_NfasooUkGMNpFgTfxkAu3v,outflows,last_365_days,2829.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.526730214138204,Z-score,outflows
eus_S6CZTSEYBiJs4z2rXDUbzV,outflows,last_365_days,2553.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.026923859937809,Z-score,outflows
eus_A7mcoG2joihZwMKUrsTeQ4,outflows,last_365_days,2310.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.5868769611309395,Z-score,outflows
eus_a9o7eprxs2fCUuV7bXnnab,outflows,last_365_days,2031.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.081637929167497,Z-score,outflows
eus_7CwFh8PW4fqJ2AYY2jKFww,outflows,last_180_days,1997.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.020067581186289,Z-score,outflows
eus_7CwFh8PW4fqJ2AYY2jKFww,outflows,last_365_days,3897.0,data_quality,n,The number of outflows (Transaction.amount < 0),6.460763497783209,Z-score,outflows
eus_F5C4oVtYa3eBDbZViTh5NZ,outflows,last_365_days,2065.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.143208277148705,Z-score,outflows
eus_75VQaGN7QUcCzppoHvLtKt,outflows,last_365_days,3530.0,data_quality,n,The number of outflows (Transaction.amount < 0),5.796165918103699,Z-score,outflows
eus_KSbTJTRYGn4tAf54zgPUQ5,outflows,last_365_days,2971.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.783876961589131,Z-score,outflows
eus_Un42YzoRWhrjhyt2U7FczJ,outflows,last_365_days,2029.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.078016143992132,Z-score,outflows
eus_Yi7DNhsN3CmfgF89hajrrw,outflows,last_365_days,2118.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.2391855842958823,Z-score,outflows
eus_WpaW66fXUg5zUXFsk8URJV,outflows,last_365_days,3398.0,data_quality,n,The number of outflows (Transaction.amount < 0),5.557128096529597,Z-score,outflows
eus_CRW7BeqiX9W34L2iAdVecw,outflows,last_365_days,2912.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.677034298915858,Z-score,outflows
eus_hbZL5sfn8Gyyavfteg5LMN,outflows,last_365_days,2076.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.1631280956132133,Z-score,outflows
eus_jkyDz6Kq2XGPGJgUaecT7i,outflows,last_180_days,2405.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.7589117569607855,Z-score,outflows
eus_jkyDz6Kq2XGPGJgUaecT7i,outflows,last_365_days,4814.0,data_quality,n,The number of outflows (Transaction.amount < 0),8.121352000688145,Z-score,outflows
eus_JdqYya8bAmFo5XnymnyREL,outflows,last_365_days,3015.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.863556235447165,Z-score,outflows
eus_Vbrca83NnPPcB6UNFhGQ74,outflows,last_365_days,2027.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.0743943588167664,Z-score,outflows
eus_ShfewCmQoosXG4QC6yomRC,outflows,last_365_days,2231.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.4438164467040147,Z-score,outflows
eus_5aD4es6MMroF8MHjg8BcSw,outflows,last_365_days,2758.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.39815684041274,Z-score,outflows
eus_KmWiNMrwC8ewX86CfBstDd,outflows,last_365_days,2070.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.1522627400871177,Z-score,outflows
eus_No5KXUoqKrdn9U2iquWFA5,outflows,last_365_days,2028.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.076205251404449,Z-score,outflows
eus_RtV2DZscCJ2dW8j7padMZ8,outflows,last_365_days,4443.0,data_quality,n,The number of outflows (Transaction.amount < 0),7.449510850657904,Z-score,outflows
eus_DSg8AHbgxJ4aG5eT4DZkEC,outflows,last_365_days,2759.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.399967733000422,Z-score,outflows
eus_Cw7E3jJVeuSXiyGB8x5MnL,outflows,last_365_days,3203.0,data_quality,n,The number of outflows (Transaction.amount < 0),5.204004041931492,Z-score,outflows
eus_jBwJzCp5YkEvGY66hKQCVQ,outflows,last_365_days,2082.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.173993451139309,Z-score,outflows
eus_23Me4cH9pV2TZXZDS8eygu,outflows,last_365_days,2054.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.1232884586841965,Z-score,outflows
eus_9MoZz4R5ST7HnBcjmFDXr9,outflows,last_365_days,2167.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.3279193210923292,Z-score,outflows
eus_5DQGx45M3qVWgaKhBgAFzB,outflows,last_120_days,2067.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.14683006232407,Z-score,outflows
eus_5DQGx45M3qVWgaKhBgAFzB,outflows,last_180_days,3182.0,data_quality,n,The number of outflows (Transaction.amount < 0),5.165975297590157,Z-score,outflows
eus_5DQGx45M3qVWgaKhBgAFzB,outflows,last_365_days,7642.0,data_quality,n,The number of outflows (Transaction.amount < 0),13.242556238654508,Z-score,outflows
eus_mXrfgs6FFLtgeYckTHBoGQ,outflows,last_365_days,3293.0,data_quality,n,The number of outflows (Transaction.amount < 0),5.366984374822925,Z-score,outflows
eus_4C4mJ7cAbSFhHGkpo4dYs4,outflows,last_180_days,2134.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.2681598656988036,Z-score,outflows
eus_4C4mJ7cAbSFhHGkpo4dYs4,outflows,last_365_days,2928.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.706008580318779,Z-score,outflows
eus_6VSHdNSxaVzJWA6piqZaHx,outflows,last_365_days,2775.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.428942014403344,Z-score,outflows
eus_NXEsgrN3X23XMC2PgfkVAo,outflows,last_365_days,2223.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.429329306002554,Z-score,outflows
eus_NJuPM4pcwarUqjiajHFTqo,outflows,last_365_days,2736.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.358317203483723,Z-score,outflows
eus_FM3WiujqyqTvuE9TnNshF8,outflows,last_365_days,2600.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.112035811558891,Z-score,outflows
eus_U23KffMbawtuA3YZTK9DmM,outflows,last_365_days,2356.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.6701780201643386,Z-score,outflows
eus_7tvs6ugWBFkE7dg3Zx9XJB,outflows,last_365_days,2347.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.653879986875195,Z-score,outflows
eus_L8qwooxABDqcjUFLJSfoW9,outflows,last_120_days,2371.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.6973414089795775,Z-score,outflows
eus_L8qwooxABDqcjUFLJSfoW9,outflows,last_180_days,3634.0,data_quality,n,The number of outflows (Transaction.amount < 0),5.9844987472226885,Z-score,outflows
eus_L8qwooxABDqcjUFLJSfoW9,outflows,last_365_days,7240.0,data_quality,n,The number of outflows (Transaction.amount < 0),12.514577418406107,Z-score,outflows
eus_GwDB7Fa9aiYoo38u44kpTy,outflows,last_365_days,2476.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.8874851306862492,Z-score,outflows
eus_RYTwg85ky9PfT9j96CmTRM,outflows,last_365_days,2546.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.014247611824031,Z-score,outflows
eus_SLRaSCiLxLGxpEsN3WgBXZ,outflows,last_365_days,2054.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.1232884586841965,Z-score,outflows
eus_WWqbuzTHuzEsvydySawjtY,outflows,last_365_days,2161.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.3170539655662337,Z-score,outflows
